"No","CVE","Description","CVSSv3","Severity","Published","References","AdvisoryIDs","AdvisoryCount"
"57","CVE-2007-4496","Unspecified vulnerability in EMC VMware Workstation before 5.5.5 Build 56455 and 6.x before 6.0.1 Build 55017, Player before 1.0.5 Build 56455 and Player 2 before 2.0.1 Build 55017, ACE before 1.0.3 Build 54075 and ACE 2 before 2.0.1 Build 55017, and Server before 1.0.4 Build 56528 allows authenticated users with administrative privileges on a guest operating system to corrupt memory and possibly execute arbitrary code on the host operating system via unspecified vectors.","6.5","MEDIUM","2007-09-21","http://lists.grok.org.uk/pipermail/full-disclosure/2007-September/065902.html; http://secunia.com/advisories/26890; http://secunia.com/advisories/27694","VCDSA23353","1"
"58","CVE-2007-4497","Unspecified vulnerability in EMC VMware Workstation before 5.5.5 Build 56455 and 6.x before 6.0.1 Build 55017, Player before 1.0.5 Build 56455 and Player 2 before 2.0.1 Build 55017, ACE before 1.0.3 Build 54075 and ACE 2 before 2.0.1 Build 55017, and Server before 1.0.4 Build 56528 allows users with login access to a guest operating system to cause a denial of service (guest outage and host process crash or hang) via unspecified vectors.","5.5","MEDIUM","2007-09-21","http://lists.grok.org.uk/pipermail/full-disclosure/2007-September/065902.html; http://secunia.com/advisories/26890; http://secunia.com/advisories/27694","VCDSA23353","1"
"59","CVE-2007-4567","The ipv6_hop_jumbo function in net/ipv6/exthdrs.c in the Linux kernel before 2.6.22 does not properly validate the hop-by-hop IPv6 extended header, which allows remote attackers to cause a denial of service (NULL pointer dereference and kernel panic) via a crafted IPv6 packet.","7.8","HIGH","2007-12-21","http://bugzilla.kernel.org/show_bug.cgi?id=8450; http://git.kernel.org/?p=linux/kernel/git/torvalds/linux-2.6.git%3Ba=commit%3Bh=e76b2b2567b83448c2ee85a896433b96150c92e6; http://secunia.com/advisories/25505","VCDSA23378","1"
"60","CVE-2007-4572","Stack-based buffer overflow in nmbd in Samba 3.0.0 through 3.0.26a, when configured as a Primary or Backup Domain controller, allows remote attackers to have an unknown impact via crafted GETDC mailslot requests, related to handling of GETDC logon server requests.","9.3","HIGH","2007-11-16","http://docs.info.apple.com/article.html?artnum=307179; http://lists.apple.com/archives/security-announce/2007/Dec/msg00002.html; http://lists.vmware.com/pipermail/security-announce/2008/000002.html","VCDSA23354","1"
"61","CVE-2007-4772","The regular expression parser in TCL before 8.4.17, as used in PostgreSQL 8.2 before 8.2.6, 8.1 before 8.1.11, 8.0 before 8.0.15, and 7.4 before 7.4.19, allows context-dependent attackers to cause a denial of service (infinite loop) via a crafted regular expression.","4.0","MEDIUM","2008-01-09","http://h20000.www2.hp.com/bizsupport/TechSupport/Document.jsp?objectID=c01420154; http://kb.juniper.net/InfoCenter/index?page=content&id=JSA10705; http://lists.opensuse.org/opensuse-security-announce/2008-02/msg00000.html","VCDSA23372","1"
"62","CVE-2007-4965","Multiple integer overflows in the imageop module in Python 2.5.1 and earlier allow context-dependent attackers to cause a denial of service (application crash) and possibly obtain sensitive information (memory contents) via crafted arguments to (1) the tovideo method, and unspecified other vectors related to (2) imageop.c, (3) rbgimgmodule.c, and other files, which trigger heap-based buffer overflows.","5.8","MEDIUM","2007-09-18","http://bugs.gentoo.org/show_bug.cgi?id=192876; http://docs.info.apple.com/article.html?artnum=307179; http://lists.apple.com/archives/security-announce/2007/Dec/msg00002.html","VCDSA23392; VCDSA23356","2"
"63","CVE-2007-5000","Cross-site scripting (XSS) vulnerability in the (1) mod_imap module in the Apache HTTP Server 1.3.0 through 1.3.39 and 2.0.35 through 2.0.61 and the (2) mod_imagemap module in the Apache HTTP Server 2.2.0 through 2.2.6 allows remote attackers to inject arbitrary web script or HTML via unspecified vectors.","4.3","MEDIUM","2007-12-13","http://docs.info.apple.com/article.html?artnum=307562; http://h20000.www2.hp.com/bizsupport/TechSupport/Document.jsp?objectID=c01345501; http://httpd.apache.org/security/vulnerabilities_13.html","VCDSA23387","1"
"64","CVE-2007-5001","Linux kernel before 2.4.21 allows local users to cause a denial of service (kernel panic) via asynchronous input or output on a FIFO special file.","4.9","MEDIUM","2008-05-08","http://lists.vmware.com/pipermail/security-announce/2008/000023.html; http://osvdb.org/44987; http://secunia.com/advisories/30110","VCDSA23358","1"
"65","CVE-2007-5116","Buffer overflow in the polymorphic opcode support in the Regular Expression Engine (regcomp.c) in Perl 5.8 allows context-dependent attackers to execute arbitrary code by switching from byte to Unicode (UTF) characters in a regular expression.","7.5","HIGH","2007-11-07","ftp://aix.software.ibm.com/aix/efixes/security/README; http://docs.info.apple.com/article.html?artnum=307179; http://lists.apple.com/archives/security-announce/2007/Dec/msg00002.html","VCDSA23354","1"
"66","CVE-2007-5135","Off-by-one error in the SSL_get_shared_ciphers function in OpenSSL 0.9.7 up to 0.9.7l, and 0.9.8 up to 0.9.8f, might allow remote attackers to execute arbitrary code via a crafted packet that triggers a one-byte buffer underflow.  NOTE: this issue was introduced as a result of a fix for CVE-2006-3738.  As of 20071012, it is unknown whether code execution is possible.","6.8","MEDIUM","2007-09-27","ftp://ftp.netbsd.org/pub/NetBSD/security/advisories/NetBSD-SA2008-007.txt.asc; http://lists.apple.com/archives/security-announce//2008/Jul/msg00003.html; http://lists.opensuse.org/opensuse-security-announce/2008-03/msg00001.html","VCDSA23360; VCDSA23354","2"
"67","CVE-2007-5191","mount and umount in util-linux and loop-aes-utils call the setuid and setgid functions in the wrong order and do not check the return values, which might allow attackers to gain privileges via helpers such as mount.nfs.","7.2","HIGH","2007-10-04","http://bugs.gentoo.org/show_bug.cgi?id=195390; http://frontal2.mandriva.com/en/security/advisories?name=MDKSA-2007:198; http://git.kernel.org/?p=utils/util-linux-ng/util-linux-ng.git%3Ba=commit%3Bh=ebbeb2c7ac1b00b6083905957837a271e80b187e","VCDSA23354","1"
"68","CVE-2007-5232","Sun Java Runtime Environment (JRE) in JDK and JRE 6 Update 2 and earlier, JDK and JRE 5.0 Update 12 and earlier, SDK and JRE 1.4.2_15 and earlier, and SDK and JRE 1.3.1_20 and earlier, when applet caching is enabled, allows remote attackers to violate the security model for an applet's outbound connections via a DNS rebinding attack.","4.0","MEDIUM","2007-10-05","http://conference.hitb.org/hitbsecconf2007kl/?page_id=148; http://conference.hitb.org/hitbsecconf2007kl/materials/D2T1%20-%20Billy%20Rios%20-%20Slipping%20Past%20the%20Firewall.pdf; http://dev2dev.bea.com/pub/advisory/272","VCDSA23357","1"
"69","CVE-2007-5236","Java Web Start in Sun JDK and JRE 5.0 Update 12 and earlier, and SDK and JRE 1.4.2_15 and earlier, on Windows does not properly enforce access restrictions for untrusted applications, which allows user-assisted remote attackers to read local files via an untrusted application.","5.4","MEDIUM","2007-10-06","http://dev2dev.bea.com/pub/advisory/272; http://h20000.www2.hp.com/bizsupport/TechSupport/Document.jsp?objectID=c01234533; http://lists.opensuse.org/opensuse-security-announce/2008-04/msg00010.html","VCDSA23357","1"
"70","CVE-2007-5237","Java Web Start in Sun JDK and JRE 6 Update 2 and earlier does not properly enforce access restrictions for untrusted applications, which allows user-assisted remote attackers to read and modify local files via an untrusted application, aka ""two vulnerabilities.""","7.1","HIGH","2007-10-06","http://dev2dev.bea.com/pub/advisory/272; http://h20000.www2.hp.com/bizsupport/TechSupport/Document.jsp?objectID=c01234533; http://secunia.com/advisories/27261","VCDSA23357","1"
"71","CVE-2007-5238","Java Web Start in Sun JDK and JRE 6 Update 2 and earlier, JDK and JRE 5.0 Update 12 and earlier, and SDK and JRE 1.4.2_15 and earlier does not properly enforce access restrictions for untrusted applications, which allows user-assisted remote attackers to obtain sensitive information (the Java Web Start cache location) via an untrusted application, aka ""three vulnerabilities.""","2.6","LOW","2007-10-06","http://dev2dev.bea.com/pub/advisory/272; http://h20000.www2.hp.com/bizsupport/TechSupport/Document.jsp?objectID=c01234533; http://lists.opensuse.org/opensuse-security-announce/2008-04/msg00010.html","VCDSA23357","1"
"72","CVE-2007-5239","Java Web Start in Sun JDK and JRE 6 Update 2 and earlier, JDK and JRE 5.0 Update 12 and earlier, SDK and JRE 1.4.2_15 and earlier, and SDK and JRE 1.3.1_20 and earlier does not properly enforce access restrictions for untrusted (1) applications and (2) applets, which allows user-assisted remote attackers to copy or rename arbitrary files when local users perform drag-and-drop operations from the untrusted application or applet window onto certain types of desktop applications.","4.0","MEDIUM","2007-10-06","http://dev2dev.bea.com/pub/advisory/272; http://h20000.www2.hp.com/bizsupport/TechSupport/Document.jsp?objectID=c01234533; http://lists.opensuse.org/opensuse-security-announce/2008-04/msg00010.html","VCDSA23357","1"
"73","CVE-2007-5240","Visual truncation vulnerability in the Java Runtime Environment in Sun JDK and JRE 6 Update 2 and earlier, JDK and JRE 5.0 Update 12 and earlier, SDK and JRE 1.4.2_15 and earlier, and SDK and JRE 1.3.1_20 and earlier allows remote attackers to circumvent display of the untrusted-code warning banner by creating a window larger than the workstation screen.","5.0","MEDIUM","2007-10-06","http://dev2dev.bea.com/pub/advisory/272; http://download.novell.com/Download?buildid=q5exhSqeBjA~; http://h20000.www2.hp.com/bizsupport/TechSupport/Document.jsp?objectID=c01234533","VCDSA23357","1"
"74","CVE-2007-5269","Certain chunk handlers in libpng before 1.0.29 and 1.2.x before 1.2.21 allow remote attackers to cause a denial of service (crash) via crafted (1) pCAL (png_handle_pCAL), (2) sCAL (png_handle_sCAL), (3) tEXt (png_push_read_tEXt), (4) iTXt (png_handle_iTXt), and (5) ztXT (png_handle_ztXt) chunking in PNG images, which trigger out-of-bounds read operations.","5.0","MEDIUM","2007-10-08","http://android-developers.blogspot.com/2008/03/android-sdk-update-m5-rc15-released.html; http://bugs.gentoo.org/show_bug.cgi?id=195261; http://docs.info.apple.com/article.html?artnum=307562","VCDSA23361; VCDSA23368","2"
"75","CVE-2007-5274","Sun Java Runtime Environment (JRE) in JDK and JRE 6 Update 2 and earlier, JDK and JRE 5.0 Update 12 and earlier, SDK and JRE 1.4.2_15 and earlier, and SDK and JRE 1.3.1_20 and earlier, when Firefox or Opera is used, allows remote attackers to violate the security model for JavaScript outbound connections via a multi-pin DNS rebinding attack dependent on the LiveConnect API, in which JavaScript download relies on DNS resolution by the browser, but JavaScript socket operations rely on separate DNS resolution by a Java Virtual Machine (JVM), a different issue than CVE-2007-5273.  NOTE: this is similar to CVE-2007-5232.","2.6","LOW","2007-10-08","http://crypto.stanford.edu/dns/dns-rebinding.pdf; http://dev2dev.bea.com/pub/advisory/272; http://h20000.www2.hp.com/bizsupport/TechSupport/Document.jsp?objectID=c01234533","VCDSA23357","1"
"76","CVE-2007-5333","Apache Tomcat 6.0.0 through 6.0.14, 5.5.0 through 5.5.25, and 4.1.0 through 4.1.36 does not properly handle (1) double quote ("") characters or (2) %5C (encoded backslash) sequences in a cookie value, which might cause sensitive information such as session IDs to be leaked to remote attackers and enable session hijacking attacks.  NOTE: this issue exists because of an incomplete fix for CVE-2007-3385.","5.0","MEDIUM","2008-02-12","http://jvn.jp/jp/JVN%2309470767/index.html; http://lists.apple.com/archives/security-announce/2008//Jun/msg00002.html; http://lists.apple.com/archives/security-announce/2008/Oct/msg00001.html","VCDSA23392; VCDSA23357","2"
"77","CVE-2007-5342","The default catalina.policy in the JULI logging component in Apache Tomcat 5.5.9 through 5.5.25 and 6.0.0 through 6.0.15 does not restrict certain permissions for web applications, which allows attackers to modify logging configuration options and overwrite arbitrary files, as demonstrated by changing the (1) level, (2) directory, and (3) prefix attributes in the org.apache.juli.FileHandler handler.","6.4","MEDIUM","2007-12-27","http://lists.apple.com/archives/security-announce/2008/Oct/msg00001.html; http://lists.opensuse.org/opensuse-security-announce/2009-02/msg00002.html; http://marc.info/?l=bugtraq&m=139344343412337&w=2","VCDSA23392; VCDSA23357","2"
"78","CVE-2007-5360","Buffer overflow in OpenPegasus Management server, when compiled to use PAM and with PEGASUS_USE_PAM_STANDALONE_PROC defined, as used in VMWare ESX Server 3.0.1 and 3.0.2, might allow remote attackers to execute arbitrary code via vectors related to PAM authentication, a different vulnerability than CVE-2008-0003.","7.5","HIGH","2008-01-08","http://h20000.www2.hp.com/bizsupport/TechSupport/Document.jsp?objectID=c01438409; http://lists.vmware.com/pipermail/security-announce/2008/000002.html; http://secunia.com/advisories/28358","VCDSA23354","1"
"79","CVE-2007-5378","Buffer overflow in the FileReadGIF function in tkImgGIF.c for Tk Toolkit 8.4.12 and earlier, and 8.3.5 and earlier, allows user-assisted attackers to cause a denial of service (segmentation fault) via an animated GIF in which the first subimage is smaller than a subsequent subimage, which triggers the overflow in the ReadImage function, a different vulnerability than CVE-2007-5137.","4.3","MEDIUM","2007-10-12","http://secunia.com/advisories/27207; http://secunia.com/advisories/27295; http://secunia.com/advisories/27801","VCDSA23372","1"
"80","CVE-2007-5398","Stack-based buffer overflow in the reply_netbios_packet function in nmbd/nmbd_packets.c in nmbd in Samba 3.0.0 through 3.0.26a, when operating as a WINS server, allows remote attackers to execute arbitrary code via crafted WINS Name Registration requests followed by a WINS Name Query request.","9.3","HIGH","2007-11-16","http://docs.info.apple.com/article.html?artnum=307179; http://lists.apple.com/archives/security-announce/2007/Dec/msg00002.html; http://lists.vmware.com/pipermail/security-announce/2008/000002.html","VCDSA23354","1"
